waktu,real,predicted (rbf),predicted (linear),real label,predicted (rbf) label,predicted (linear) label
25/01/2019 01:50:00,1013.3,1012.8006790656566,1008.6126477655996,Normal,Normal,Normal
25/01/2019 02:00:00,1013.4,1012.6921003185162,1008.6036081698765,Normal,Normal,Normal
25/01/2019 02:10:00,1013.4,1012.5354793486584,1008.5966661659111,Normal,Normal,Normal
25/01/2019 02:20:00,1013.4,1012.3176469450069,1008.5839374077548,Normal,Normal,Normal
25/01/2019 02:30:00,1013.5,1012.1005727366606,1008.5823241540272,Normal,Normal,Normal
25/01/2019 02:40:00,1013.3,1011.9056715065853,1008.575085685872,Normal,Normal,Normal
25/01/2019 02:50:00,1013.2,1011.7296337965014,1008.5713221666444,Normal,Normal,Normal
25/01/2019 03:00:00,1013.3,1011.6052308334936,1008.5700603791554,Normal,Normal,Normal
25/01/2019 03:10:00,1013.4,1011.527800343556,1008.5676127367694,Normal,Normal,Normal
25/01/2019 03:20:00,1013.3,1011.4744864301167,1008.5753695436795,Normal,Normal,Normal
25/01/2019 03:30:00,1013.3,1011.4624354210196,1008.5758547217627,Normal,Normal,Normal
25/01/2019 03:40:00,1013.2,1011.4449736547651,1008.5727979683359,Normal,Normal,Normal
25/01/2019 03:50:00,1013.2,1011.4740497427205,1008.5678377238144,Normal,Normal,Normal
25/01/2019 04:00:00,1013.1,1011.5121036928672,1008.5765007224907,Normal,Normal,Normal
25/01/2019 04:10:00,1012.9,1011.5455201622092,1008.5750187628944,Normal,Normal,Normal
25/01/2019 04:20:00,1012.8,1011.6454717525368,1008.5803286221851,Normal,Normal,Normal
25/01/2019 04:30:00,1012.5,1011.6930867034373,1008.5816590593238,Normal,Normal,Normal
25/01/2019 04:40:00,1012.3,1011.6512371159472,1008.5880190257956,Normal,Normal,Normal
25/01/2019 04:50:00,1012.1,1011.6358515180366,1008.5999390178401,Normal,Normal,Normal
25/01/2019 05:00:00,1011.8,1011.6305975357637,1008.6081300557632,Normal,Normal,Normal
25/01/2019 05:10:00,1011.7,1011.512379625436,1008.6249260709662,Normal,Normal,Normal
25/01/2019 05:20:00,1011.5,1011.4491660532653,1008.6393997755874,Normal,Normal,Normal
25/01/2019 05:30:00,1011.2,1011.3071355265523,1008.6531732057263,Normal,Normal,Normal
25/01/2019 05:40:00,1011.0,1011.086352727614,1008.6706360851456,Normal,Normal,Normal
25/01/2019 05:50:00,1010.8,1010.8929445710894,1008.6829467129935,Normal,Normal,Normal
25/01/2019 06:00:00,1010.7,1010.7187292970668,1008.6990860917647,Normal,Normal,Normal
25/01/2019 06:10:00,1010.6,1010.6327141744201,1008.7193173405756,Normal,Normal,Normal
25/01/2019 06:20:00,1010.5,1010.5273877272595,1008.7339915310074,Normal,Normal,Normal
25/01/2019 06:30:00,1010.4,1010.405370064858,1008.7475230519701,Normal,Normal,Normal
25/01/2019 06:40:00,1010.3,1010.2957559009668,1008.7572481197346,Normal,Normal,Normal
25/01/2019 06:50:00,1010.2,1010.1832692130354,1008.7677672703792,Normal,Normal,Normal
25/01/2019 07:00:00,1010.1,1010.0871346554829,1008.7766374473501,Normal,Normal,Normal
25/01/2019 07:10:00,1009.9,1009.9982319300658,1008.7860103839118,Normal,Normal,Normal
25/01/2019 07:20:00,1009.7,1009.792311326561,1008.793132112645,Normal,Normal,Normal
25/01/2019 07:30:00,1009.7,1009.5923958562039,1008.8018846021075,Normal,Normal,Normal
25/01/2019 07:40:00,1009.6,1009.6028556269935,1008.811806117468,Normal,Normal,Normal
25/01/2019 07:50:00,1009.5,1009.4952674951354,1008.8228728448082,Normal,Normal,Normal
25/01/2019 08:00:00,1009.4,1009.4019520696232,1008.8343901255209,Normal,Normal,Normal
25/01/2019 08:10:00,1009.5,1009.3057590353621,1008.8372066405643,Normal,Normal,Normal
25/01/2019 08:20:00,1009.5,1009.4297952688299,1008.8475804229308,Normal,Normal,Normal
25/01/2019 08:30:00,1009.6,1009.4481971963356,1008.853151432522,Normal,Normal,Normal
25/01/2019 08:40:00,1009.5,1009.5842540949504,1008.8611021761824,Normal,Normal,Normal
25/01/2019 08:50:00,1009.4,1009.4706391800515,1008.8548333489377,Normal,Normal,Normal
25/01/2019 09:00:00,1009.4,1009.365452539541,1008.8589026828338,Normal,Normal,Normal
25/01/2019 09:10:00,1009.4,1009.357740253151,1008.8560314619024,Normal,Normal,Normal
25/01/2019 09:20:00,1009.4,1009.3683853900222,1008.8631385930855,Normal,Normal,Normal
25/01/2019 09:30:00,1009.4,1009.3679492582888,1008.8657003914047,Normal,Normal,Normal
25/01/2019 09:40:00,1009.5,1009.3840326598504,1008.8663551540155,Normal,Normal,Normal
25/01/2019 09:50:00,1009.6,1009.4932303079158,1008.8663182363887,Normal,Normal,Normal
25/01/2019 10:00:00,1009.7,1009.6252277492459,1008.8668047816534,Normal,Normal,Normal
25/01/2019 10:10:00,1009.8,1009.7429245779351,1008.8663808380295,Normal,Normal,Normal
25/01/2019 10:20:00,1009.9,1009.8577811688042,1008.8607936420519,Normal,Normal,Normal
25/01/2019 10:30:00,1009.9,1009.9705365814899,1008.8559747890611,Normal,Normal,Normal
25/01/2019 10:40:00,1010.0,1009.9640236498731,1008.8492541101803,Normal,Normal,Normal
25/01/2019 10:50:00,1010.2,1010.0710019170846,1008.8446825587232,Normal,Normal,Normal
25/01/2019 11:00:00,1010.2,1010.2872714903696,1008.8383581538726,Normal,Normal,Normal
25/01/2019 11:10:00,1010.3,1010.284611060516,1008.8339180790861,Normal,Normal,Normal
25/01/2019 11:20:00,1010.4,1010.3918618221655,1008.8270590578247,Normal,Normal,Normal
25/01/2019 11:30:00,1010.4,1010.4893665527158,1008.8156967286993,Normal,Normal,Normal
25/01/2019 11:40:00,1010.5,1010.4755395309978,1008.8130263642449,Normal,Normal,Normal
25/01/2019 11:50:00,1010.6,1010.5909538546443,1008.8067291242112,Normal,Normal,Normal
25/01/2019 12:00:00,1010.7,1010.6787348328195,1008.8000564270694,Normal,Normal,Normal
25/01/2019 12:10:00,1011.0,1010.7794262125745,1008.7967053850223,Normal,Normal,Normal
25/01/2019 12:20:00,1011.1,1011.112869952005,1008.7911928159226,Normal,Normal,Normal
25/01/2019 12:30:00,1011.3,1011.1956408627193,1008.7809204713483,Normal,Normal,Normal
25/01/2019 12:40:00,1011.4,1011.4033896715379,1008.7741346613545,Normal,Normal,Normal
25/01/2019 12:50:00,1011.5,1011.5004438818966,1008.7565475695808,Normal,Normal,Normal
25/01/2019 13:00:00,1011.7,1011.5898233814587,1008.749988016956,Normal,Normal,Normal
25/01/2019 13:10:00,1011.9,1011.7991416401564,1008.7371328410734,Normal,Normal,Normal
25/01/2019 13:20:00,1012.0,1011.980758194844,1008.7293598496396,Normal,Normal,Normal
25/01/2019 13:30:00,1012.2,1012.0705513771155,1008.7170399458189,Normal,Normal,Normal
25/01/2019 13:40:00,1012.1,1012.2355351058211,1008.7053587858607,Normal,Normal,Normal
25/01/2019 13:50:00,1012.1,1012.1360836921002,1008.688764901184,Normal,Normal,Normal
25/01/2019 14:00:00,1012.0,1012.104074514365,1008.6833404445131,Normal,Normal,Normal
25/01/2019 14:10:00,1011.9,1011.9657235583192,1008.6702662569512,Normal,Normal,Normal
25/01/2019 14:20:00,1011.8,1011.8386327223451,1008.6737643380691,Normal,Normal,Normal
25/01/2019 14:30:00,1011.7,1011.7094380337778,1008.6700524141122,Normal,Normal,Normal
25/01/2019 14:40:00,1011.8,1011.5947005505205,1008.6749200088013,Normal,Normal,Normal
25/01/2019 14:50:00,1011.9,1011.7073279942963,1008.6785768636544,Normal,Normal,Normal
25/01/2019 15:00:00,1012.0,1011.833848813327,1008.6839434665669,Normal,Normal,Normal
25/01/2019 15:10:00,1012.0,1011.9332181244273,1008.6870040048886,Normal,Normal,Normal
25/01/2019 15:20:00,1012.0,1011.9452652062229,1008.6821881526191,Normal,Normal,Normal
25/01/2019 15:30:00,1012.0,1011.9356710220457,1008.6796280791093,Normal,Normal,Normal
25/01/2019 15:40:00,1012.0,1011.9498765714673,1008.6761010431726,Normal,Normal,Normal
25/01/2019 15:50:00,1011.9,1011.960994630327,1008.6773468696554,Normal,Normal,Normal
25/01/2019 16:00:00,1012.0,1011.8622302767803,1008.6749704827596,Normal,Normal,Normal
25/01/2019 16:10:00,1012.0,1011.9574168365044,1008.6765264471103,Normal,Normal,Normal
25/01/2019 16:20:00,1012.1,1011.9836150428555,1008.6737821430941,Normal,Normal,Normal
25/01/2019 16:30:00,1012.1,1012.0885646352615,1008.678822937705,Normal,Normal,Normal
25/01/2019 16:40:00,1012.1,1012.0862157308414,1008.671400214829,Normal,Normal,Normal
25/01/2019 16:50:00,1012.1,1012.0885439650787,1008.6726335951168,Normal,Normal,Normal
25/01/2019 17:00:00,1012.0,1012.0855465693875,1008.6670187053312,Normal,Normal,Normal
25/01/2019 17:10:00,1011.9,1011.9768256263869,1008.6680802417029,Normal,Normal,Normal
25/01/2019 17:20:00,1011.7,1011.8496021865228,1008.666834515803,Normal,Normal,Normal
25/01/2019 17:30:00,1011.6,1011.6174959661342,1008.6676765897353,Normal,Normal,Normal
25/01/2019 17:40:00,1011.4,1011.4809243736921,1008.673506009676,Normal,Normal,Normal
25/01/2019 17:50:00,1011.2,1011.2764226574557,1008.6783861753572,Normal,Normal,Normal
25/01/2019 18:00:00,1011.1,1011.0705421798172,1008.6896765244235,Normal,Normal,Normal
25/01/2019 18:10:00,1011.0,1010.9785007384211,1008.6968292661984,Normal,Normal,Normal
25/01/2019 18:20:00,1010.8,1010.9015839011223,1008.7099058267702,Normal,Normal,Normal
25/01/2019 18:30:00,1010.7,1010.719991150242,1008.720566082098,Normal,Normal,Normal
25/01/2019 18:40:00,1010.6,1010.606350414789,1008.730885948338,Normal,Normal,Normal
25/01/2019 18:50:00,1010.5,1010.4996441256727,1008.7393276945729,Normal,Normal,Normal
25/01/2019 19:00:00,1010.4,1010.3988701417371,1008.7532975723077,Normal,Normal,Normal
25/01/2019 19:10:00,1010.4,1010.2951785892803,1008.7611897432287,Normal,Normal,Normal
25/01/2019 19:20:00,1010.3,1010.2920395281475,1008.7704882727046,Normal,Normal,Normal
25/01/2019 19:30:00,1010.0,1010.2010082584644,1008.7769484420348,Normal,Normal,Normal
25/01/2019 19:40:00,1010.3,1009.8913910722292,1008.7840234928806,Normal,Normal,Normal
25/01/2019 19:50:00,1010.3,1010.2327083486439,1008.792336213686,Normal,Normal,Normal
25/01/2019 20:00:00,1010.3,1010.2345842957553,1008.7959804658819,Normal,Normal,Normal
25/01/2019 20:10:00,1010.2,1010.2635023458463,1008.8107503124554,Normal,Normal,Normal
25/01/2019 20:20:00,1010.3,1010.1731730297738,1008.7958076515276,Normal,Normal,Normal
25/01/2019 20:30:00,1010.1,1010.2749087664523,1008.8026626811404,Normal,Normal,Normal
25/01/2019 20:40:00,1010.0,1010.0672439234456,1008.7992719591637,Normal,Normal,Normal
25/01/2019 20:50:00,1009.9,1009.9537508168388,1008.8094409530092,Normal,Normal,Normal
25/01/2019 21:00:00,1009.9,1009.8076440142072,1008.801794073828,Normal,Normal,Normal
25/01/2019 21:10:00,1009.9,1009.8301278637,1008.8162788872648,Normal,Normal,Normal
25/01/2019 21:20:00,1009.8,1009.8405974822238,1008.8180451423902,Normal,Normal,Normal
25/01/2019 21:30:00,1009.8,1009.7343130080916,1008.8242661648471,Normal,Normal,Normal
25/01/2019 21:40:00,1009.7,1009.7409897604,1008.8247420315672,Normal,Normal,Normal
25/01/2019 21:50:00,1009.8,1009.6495762440287,1008.8279278122861,Normal,Normal,Normal
25/01/2019 22:00:00,1010.0,1009.763905855859,1008.8355033614714,Normal,Normal,Normal
25/01/2019 22:10:00,1010.1,1010.0143831196243,1008.8367929321755,Normal,Normal,Normal
25/01/2019 22:20:00,1010.1,1010.1383282512797,1008.8402018838603,Normal,Normal,Normal
25/01/2019 22:30:00,1010.2,1010.1525319467946,1008.8332320743282,Normal,Normal,Normal
25/01/2019 22:40:00,1010.3,1010.2681762137629,1008.8265927203972,Normal,Normal,Normal
25/01/2019 22:50:00,1010.3,1010.3683210152797,1008.8213261787821,Normal,Normal,Normal
25/01/2019 23:00:00,1010.3,1010.3772516394118,1008.8201812555124,Normal,Normal,Normal
25/01/2019 23:10:00,1010.5,1010.361430682802,1008.8129755531479,Normal,Normal,Normal
25/01/2019 23:20:00,1010.6,1010.5709322713857,1008.8083539412398,Normal,Normal,Normal
25/01/2019 23:30:00,1010.6,1010.6791884563928,1008.804554294147,Normal,Normal,Normal
25/01/2019 23:40:00,1010.7,1010.6801066486329,1008.8010783487041,Normal,Normal,Normal
25/01/2019 23:50:00,1010.9,1010.7761769523436,1008.7902500473936,Normal,Normal,Normal
26/01/2019 00:00:00,1011.1,1010.982860585749,1008.7855300691951,Normal,Normal,Normal
26/01/2019 00:10:00,1011.3,1011.2065097702043,1008.7824352786918,Normal,Normal,Normal
26/01/2019 00:20:00,1011.4,1011.408168230273,1008.7742321410258,Normal,Normal,Normal
26/01/2019 00:30:00,1011.5,1011.4903081223946,1008.7600917660673,Normal,Normal,Normal
26/01/2019 00:40:00,1011.6,1011.5940936208362,1008.7487383608748,Normal,Normal,Normal
26/01/2019 00:50:00,1011.6,1011.6947610357199,1008.7369443302084,Normal,Normal,Normal
26/01/2019 01:00:00,1011.7,1011.689708109308,1008.7284247812856,Normal,Normal,Normal
26/01/2019 01:10:00,1011.8,1011.7789324070366,1008.7208538309712,Normal,Normal,Normal
26/01/2019 01:20:00,1011.8,1011.8700839538118,1008.7124866538722,Normal,Normal,Normal
26/01/2019 01:30:00,1011.9,1011.861716372565,1008.7076941964258,Normal,Normal,Normal
26/01/2019 01:40:00,1011.9,1011.9373067848259,1008.7007505961735,Normal,Normal,Normal
26/01/2019 01:50:00,1011.9,1011.9229531181601,1008.6931364920963,Normal,Normal,Normal
26/01/2019 02:00:00,1011.9,1011.9126643470013,1008.6913336266805,Normal,Normal,Normal
26/01/2019 02:10:00,1011.8,1011.8895414136293,1008.6853488472332,Normal,Normal,Normal
26/01/2019 02:20:00,1011.9,1011.7677692856959,1008.6837001380552,Normal,Normal,Normal
26/01/2019 02:30:00,1011.9,1011.8615475436732,1008.6840806243051,Normal,Normal,Normal
26/01/2019 02:40:00,1011.9,1011.8746882131686,1008.6824426011224,Normal,Normal,Normal
26/01/2019 02:50:00,1011.9,1011.8755444222508,1008.6855267875869,Normal,Normal,Normal
26/01/2019 03:00:00,1011.9,1011.8653171017831,1008.680154334106,Normal,Normal,Normal
26/01/2019 03:10:00,1011.9,1011.8590337600828,1008.6811732159038,Normal,Normal,Normal
26/01/2019 03:20:00,1011.7,1011.865280560764,1008.6804176990915,Normal,Normal,Normal
26/01/2019 03:30:00,1011.5,1011.6396626234574,1008.6801452872385,Normal,Normal,Normal
26/01/2019 03:40:00,1011.3,1011.3812169537167,1008.6805191350211,Normal,Normal,Normal
26/01/2019 03:50:00,1011.1,1011.1512176445837,1008.6831168451388,Normal,Normal,Normal
26/01/2019 04:00:00,1011.0,1010.9525927787992,1008.6944639024366,Normal,Normal,Normal
26/01/2019 04:10:00,1010.9,1010.8757740099908,1008.705630597942,Normal,Normal,Normal
26/01/2019 04:20:00,1010.8,1010.8033062329059,1008.7168814403046,Normal,Normal,Normal
26/01/2019 04:30:00,1010.8,1010.7160931630535,1008.7280010369648,Normal,Normal,Normal
26/01/2019 04:40:00,1010.7,1010.7041385127712,1008.7372520298738,Normal,Normal,Normal
26/01/2019 04:50:00,1010.6,1010.5918144712049,1008.7446962234606,Normal,Normal,Normal
26/01/2019 05:00:00,1010.6,1010.489576818651,1008.7534826689441,Normal,Normal,Normal
26/01/2019 05:10:00,1010.6,1010.4984289482361,1008.7582711999346,Normal,Normal,Normal
26/01/2019 05:20:00,1010.6,1010.5093976930115,1008.7659068361897,Normal,Normal,Normal
26/01/2019 05:30:00,1010.5,1010.5342318245031,1008.7720116687049,Normal,Normal,Normal
26/01/2019 05:40:00,1010.4,1010.4297092239364,1008.7729163982947,Normal,Normal,Normal
26/01/2019 05:50:00,1010.2,1010.3216419841297,1008.7748690743972,Normal,Normal,Normal
26/01/2019 06:00:00,1010.0,1010.1116258537635,1008.7768098500599,Normal,Normal,Normal
26/01/2019 06:10:00,1009.7,1009.8927633905774,1008.7845337887336,Normal,Normal,Normal
26/01/2019 06:20:00,1009.6,1009.5746655965451,1008.790407990389,Normal,Normal,Normal
26/01/2019 06:30:00,1009.5,1009.485116896505,1008.8049396139611,Normal,Normal,Normal
26/01/2019 06:40:00,1009.3,1009.3877683964355,1008.815644528069,Normal,Normal,Normal
26/01/2019 06:50:00,1009.1,1009.1906524826278,1008.8320328288753,Normal,Normal,Normal
26/01/2019 07:00:00,1008.8,1008.9975654370454,1008.8395021942486,Normal,Normal,Normal
26/01/2019 07:10:00,1008.5,1008.7134477374457,1008.8501364153851,Normal,Normal,Normal
26/01/2019 07:20:00,1008.4,1008.4282866002515,1008.8654543359805,Normal,Normal,Normal
26/01/2019 07:30:00,1008.3,1008.3175579409249,1008.8831997432787,Normal,Normal,Normal
26/01/2019 07:40:00,1008.2,1008.1928824828976,1008.9011605822523,Normal,Normal,Normal
26/01/2019 07:50:00,1008.1,1008.0953305564357,1008.918769578733,Normal,Normal,Normal
26/01/2019 08:00:00,1008.0,1007.9968422649165,1008.9277773716528,Normal,Normal,Normal
26/01/2019 08:10:00,1008.0,1007.9028651982331,1008.9379876864184,Normal,Normal,Normal
26/01/2019 08:20:00,1007.9,1007.9220465538132,1008.9488563419361,Normal,Normal,Normal
26/01/2019 08:30:00,1007.9,1007.8324453465883,1008.9573221684475,Normal,Normal,Normal
26/01/2019 08:40:00,1007.8,1007.8439579973727,1008.9659096797038,Normal,Normal,Normal
26/01/2019 08:50:00,1007.7,1007.7425648345729,1008.9678939723451,Normal,Normal,Normal
26/01/2019 09:00:00,1007.7,1007.6426509546131,1008.9758461763192,Normal,Normal,Normal
26/01/2019 09:10:00,1007.7,1007.6590580405103,1008.9783988774795,Normal,Normal,Normal
26/01/2019 09:20:00,1007.6,1007.6772533448813,1008.9856970285107,Normal,Normal,Normal
26/01/2019 09:30:00,1007.6,1007.572048557855,1008.9895528734703,Normal,Normal,Normal
26/01/2019 09:40:00,1007.7,1007.57628387516,1008.9927800421644,Normal,Normal,Normal
26/01/2019 09:50:00,1007.8,1007.717124946876,1008.9943899971474,Normal,Normal,Normal
26/01/2019 10:00:00,1007.8,1007.8569652504601,1009.0000256833662,Normal,Normal,Normal
26/01/2019 10:10:00,1007.9,1007.8613193099106,1008.9986859777052,Normal,Normal,Normal
26/01/2019 10:20:00,1008.0,1007.9778272434736,1008.9954028104473,Normal,Normal,Normal
26/01/2019 10:30:00,1008.1,1008.1020298861416,1008.9908326578368,Normal,Normal,Normal
26/01/2019 10:40:00,1008.2,1008.2166648837601,1008.9907958780457,Normal,Normal,Normal
26/01/2019 10:50:00,1008.3,1008.3125775207443,1008.983949435227,Normal,Normal,Normal
26/01/2019 11:00:00,1008.5,1008.4016425582901,1008.9779477858026,Normal,Normal,Normal
26/01/2019 11:10:00,1008.7,1008.609395898264,1008.971578653254,Normal,Normal,Normal
26/01/2019 11:20:00,1008.8,1008.8128662435292,1008.964389362656,Normal,Normal,Normal
26/01/2019 11:30:00,1008.9,1008.9081032145568,1008.9550326236565,Normal,Normal,Normal
26/01/2019 11:40:00,1009.0,1009.0006783041039,1008.942873508953,Normal,Normal,Normal
26/01/2019 11:50:00,1009.1,1009.1014741100554,1008.9311495100189,Normal,Normal,Normal
26/01/2019 12:00:00,1009.2,1009.2003629929532,1008.9234799494077,Normal,Normal,Normal
26/01/2019 12:10:00,1009.3,1009.2991496951322,1008.9151279752184,Normal,Normal,Normal
26/01/2019 12:20:00,1009.4,1009.4000644210157,1008.9064284333069,Normal,Normal,Normal
26/01/2019 12:30:00,1009.5,1009.4976179489894,1008.8978936498095,Normal,Normal,Normal
26/01/2019 12:40:00,1009.5,1009.5940363981988,1008.8900818538893,Normal,Normal,Normal
26/01/2019 12:50:00,1009.6,1009.5812772867068,1008.8814600327094,Normal,Normal,Normal
26/01/2019 13:00:00,1009.8,1009.6737030456673,1008.8754557811696,Normal,Normal,Normal
26/01/2019 13:10:00,1009.9,1009.8863968897724,1008.8688346643974,Normal,Normal,Normal
26/01/2019 13:20:00,1010.1,1009.9927065492336,1008.8646665805061,Normal,Normal,Normal
26/01/2019 13:30:00,1010.1,1010.2036428694116,1008.8569873788435,Normal,Normal,Normal
26/01/2019 13:40:00,1010.1,1010.1985429750844,1008.8432194826235,Normal,Normal,Normal
26/01/2019 13:50:00,1010.2,1010.1810452586402,1008.8369992890437,Normal,Normal,Normal
26/01/2019 14:00:00,1010.2,1010.2838912358882,1008.8266956445802,Normal,Normal,Normal
26/01/2019 14:10:00,1010.3,1010.2645700650855,1008.8240355898668,Normal,Normal,Normal
26/01/2019 14:20:00,1010.4,1010.3657973692018,1008.8207134560723,Normal,Normal,Normal
26/01/2019 14:30:00,1010.4,1010.4708614343778,1008.8136444346089,Normal,Normal,Normal
26/01/2019 14:40:00,1010.4,1010.4512532813998,1008.8095670969267,Normal,Normal,Normal
26/01/2019 14:50:00,1010.6,1010.456362865686,1008.8035364572931,Normal,Normal,Normal
26/01/2019 15:00:00,1010.6,1010.6702193827417,1008.7998309464235,Normal,Normal,Normal
26/01/2019 15:10:00,1010.7,1010.657803276367,1008.7955152274151,Normal,Normal,Normal
26/01/2019 15:20:00,1010.6,1010.7779675808771,1008.7950729218353,Normal,Normal,Normal
26/01/2019 15:30:00,1010.7,1010.6381605530844,1008.781564626195,Normal,Normal,Normal
26/01/2019 15:40:00,1010.6,1010.7375201085227,1008.7838175979484,Normal,Normal,Normal
26/01/2019 15:50:00,1010.5,1010.6223269061937,1008.775088765942,Normal,Normal,Normal
26/01/2019 16:00:00,1010.5,1010.4779124502502,1008.7806994834025,Normal,Normal,Normal
26/01/2019 16:10:00,1010.7,1010.4701886048388,1008.7738331661601,Normal,Normal,Normal
26/01/2019 16:20:00,1010.6,1010.6905526731268,1008.7819219970186,Normal,Normal,Normal
26/01/2019 16:30:00,1010.6,1010.5772277763881,1008.7796841350425,Normal,Normal,Normal
26/01/2019 16:40:00,1010.5,1010.5824496001386,1008.7821602349211,Normal,Normal,Normal
26/01/2019 16:50:00,1010.4,1010.4521836978377,1008.7711215590168,Normal,Normal,Normal
26/01/2019 17:00:00,1010.3,1010.3461566110808,1008.7798095935066,Normal,Normal,Normal
26/01/2019 17:20:00,1010.3,1010.2429540162185,1008.7792025798042,Normal,Normal,Normal
26/01/2019 17:30:00,1010.1,1010.2284096161618,1008.7867871274282,Normal,Normal,Normal
26/01/2019 17:40:00,1010.1,1010.0015206107076,1008.7879940600176,Normal,Normal,Normal
26/01/2019 17:50:00,1010.0,1010.0280362725093,1008.7974120707293,Normal,Normal,Normal
26/01/2019 18:00:00,1009.8,1009.9123209707901,1008.7963746537496,Normal,Normal,Normal
26/01/2019 18:10:00,1009.7,1009.7017788309847,1008.8086107962806,Normal,Normal,Normal
26/01/2019 18:20:00,1009.7,1009.6097383365071,1008.8109239854891,Normal,Normal,Normal
26/01/2019 18:30:00,1009.6,1009.6098672550128,1008.8207393487025,Normal,Normal,Normal
26/01/2019 18:40:00,1009.6,1009.5044433924953,1008.8296947454144,Normal,Normal,Normal
26/01/2019 18:50:00,1009.6,1009.5351374298427,1008.8382763669867,Normal,Normal,Normal
26/01/2019 19:00:00,1009.5,1009.5309973652427,1008.8392274410505,Normal,Normal,Normal
26/01/2019 19:10:00,1009.3,1009.439833411081,1008.8462483559777,Normal,Normal,Normal
26/01/2019 19:20:00,1009.2,1009.2202029348038,1008.8479434953113,Normal,Normal,Normal
26/01/2019 19:30:00,1009.1,1009.1017694850437,1008.8525931400288,Normal,Normal,Normal
26/01/2019 19:40:00,1009.0,1008.9933723676666,1008.8594364051748,Normal,Normal,Normal
26/01/2019 19:50:00,1008.7,1008.904874614734,1008.8710908380378,Normal,Normal,Normal
26/01/2019 20:00:00,1008.7,1008.5803495226936,1008.8749842972536,Normal,Normal,Normal
26/01/2019 20:10:00,1008.8,1008.588398502661,1008.8859810617794,Normal,Normal,Normal
26/01/2019 20:20:00,1008.6,1008.7155410540319,1008.8935252253939,Normal,Normal,Normal
26/01/2019 20:30:00,1008.7,1008.5295239264677,1008.9075603348244,Normal,Normal,Normal
26/01/2019 20:40:00,1008.7,1008.6400368125262,1008.9112846695859,Normal,Normal,Normal
26/01/2019 20:50:00,1008.8,1008.6710572581387,1008.909624527492,Normal,Normal,Normal
26/01/2019 21:00:00,1008.9,1008.8124284127593,1008.9220148765523,Normal,Normal,Normal
26/01/2019 21:10:00,1009.1,1008.9499565556924,1008.9179845855613,Normal,Normal,Normal
26/01/2019 21:20:00,1009.1,1009.1869896285136,1008.9198944413145,Normal,Normal,Normal
26/01/2019 21:30:00,1009.3,1009.1847485815669,1008.9112010200549,Normal,Normal,Normal
26/01/2019 21:40:00,1009.4,1009.39224180904,1008.9103309710551,Normal,Normal,Normal
26/01/2019 21:50:00,1009.4,1009.4967377113371,1008.896327217393,Normal,Normal,Normal
26/01/2019 22:00:00,1009.5,1009.487840406727,1008.8958100893576,Normal,Normal,Normal
26/01/2019 22:10:00,1009.5,1009.581750849412,1008.8833873749752,Normal,Normal,Normal
26/01/2019 22:20:00,1009.6,1009.577123905506,1008.877209459715,Normal,Normal,Normal
26/01/2019 22:30:00,1009.7,1009.6635462059462,1008.8741554406513,Normal,Normal,Normal
26/01/2019 22:40:00,1009.7,1009.7760303225209,1008.8674348195125,Normal,Normal,Normal
26/01/2019 22:50:00,1009.7,1009.7557819519525,1008.8631948393811,Normal,Normal,Normal
26/01/2019 23:00:00,1009.8,1009.742618032374,1008.8564365499694,Normal,Normal,Normal
26/01/2019 23:10:00,1009.8,1009.846246840551,1008.8521659870673,Normal,Normal,Normal
26/01/2019 23:20:00,1009.9,1009.8316024125647,1008.8489395466675,Normal,Normal,Normal
26/01/2019 23:30:00,1010.1,1009.9494642779919,1008.848705224045,Normal,Normal,Normal
26/01/2019 23:40:00,1010.1,1010.1715167670388,1008.8421172828455,Normal,Normal,Normal
26/01/2019 23:50:00,1010.2,1010.1669343609838,1008.8385133178015,Normal,Normal,Normal
27/01/2019 00:00:00,1010.2,1010.2828851804466,1008.8328408033628,Normal,Normal,Normal
27/01/2019 00:10:00,1010.3,1010.2693654347263,1008.8218091999222,Normal,Normal,Normal
27/01/2019 00:20:00,1010.5,1010.3688864347,1008.8216343571473,Normal,Normal,Normal
27/01/2019 00:30:00,1010.4,1010.5999548336758,1008.8151401554276,Normal,Normal,Normal
27/01/2019 00:40:00,1010.5,1010.4656778433961,1008.8102248788853,Normal,Normal,Normal
27/01/2019 00:50:00,1010.7,1010.5714254682586,1008.8041932818521,Normal,Normal,Normal
27/01/2019 01:00:00,1010.9,1010.7867811311892,1008.7949948937674,Normal,Normal,Normal
27/01/2019 01:10:00,1011.1,1010.9920473107046,1008.79650590504,Normal,Normal,Normal
27/01/2019 01:20:00,1011.4,1011.2204479740125,1008.7874429424335,Normal,Normal,Normal
27/01/2019 01:30:00,1011.5,1011.48685394389,1008.7761650078971,Normal,Normal,Normal
27/01/2019 01:40:00,1011.6,1011.5779954977917,1008.7605658297468,Normal,Normal,Normal
27/01/2019 01:40:00,0.0,1011.6864947430485,1008.7500392620493,Warning,Normal,Normal
27/01/2019 01:50:00,1011.5,1010.9663529986377,1001.7588286337484,Normal,Normal,Warning
27/01/2019 02:00:00,1011.4,1010.9759292763308,1023.9940924973268,Normal,Normal,Over
27/01/2019 02:10:00,1011.4,1011.0924297279774,1010.8227524583269,Normal,Normal,Normal
27/01/2019 02:20:00,1011.4,1011.1443678993757,1057.8110652615358,Normal,Normal,Over
